"","X","LF_Number","LF_Name","HPDG_total_count","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","X_Future","HPDG_total_count_Future","VH_total_count_Future","H_total_count_Future","M_total_count_Future","L_total_count_Future","VL_total_count_Future","LPDG_total_count_Future"
"CLAYOQUOT RIVER-LOWER.64",64,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.65",65,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.66",66,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.67",67,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.68",68,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",0,0,0,1,0,0,0,68,0,0,0,1,0,0,0
"MURIEL LAKE.1",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"MURIEL LAKE.2",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"MURIEL LAKE.3",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"MURIEL LAKE.4",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"MURIEL LAKE.5",5,15,"LF15: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"MURIEL LAKE.6",6,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"MURIEL LAKE.7",7,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"MURIEL LAKE.8",8,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"MURIEL LAKE.9",9,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"MURIEL LAKE.10",10,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"MURIEL LAKE.11",11,30,"LF30: Mortality or fitness reduction as a result of elevated predation",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"MURIEL LAKE.12",12,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"MURIEL LAKE.13",13,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"MURIEL LAKE.14",14,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"MURIEL LAKE.15",15,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"MURIEL LAKE.16",16,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"MURIEL LAKE.17",17,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"MURIEL LAKE.18",18,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"MURIEL LAKE.19",19,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"MURIEL LAKE.20",20,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"MURIEL LAKE.21",21,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",1,0,0,0,0,0,0,21,1,0,0,0,0,0,0
"MURIEL LAKE.22",22,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,22,1,0,0,0,0,0,0
"MURIEL LAKE.23",23,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,23,1,0,0,0,0,0,0
"MURIEL LAKE.24",24,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,24,1,0,0,0,0,0,0
"MURIEL LAKE.25",25,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,25,1,0,0,0,0,0,0
"MURIEL LAKE.26",26,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,26,1,0,0,0,0,0,0
"MURIEL LAKE.27",27,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,27,1,0,0,0,0,0,0
"MURIEL LAKE.28",28,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,28,1,0,0,0,0,0,0
"MURIEL LAKE.29",29,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,29,1,0,0,0,0,0,0
"MURIEL LAKE.30",30,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,30,1,0,0,0,0,0,0
"MURIEL LAKE.31",31,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,31,1,0,0,0,0,0,0
"MURIEL LAKE.32",32,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,32,1,0,0,0,0,0,0
"MURIEL LAKE.33",33,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,33,1,0,0,0,0,0,0
"MURIEL LAKE.34",34,64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,34,1,0,0,0,0,0,0
"MURIEL LAKE.35",35,65,"LF65: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,35,1,0,0,0,0,0,0
"MURIEL LAKE.36",36,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,36,1,0,0,0,0,0,0
"MURIEL LAKE.37",37,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,37,1,0,0,0,0,0,0
"MURIEL LAKE.38",38,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",1,0,0,0,0,0,0,38,1,0,0,0,0,0,0
"MURIEL LAKE.39",39,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,39,1,0,0,0,0,0,0
"MURIEL LAKE.40",40,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,1,0,0,0,0,0,40,0,1,0,0,0,0,0
"MURIEL LAKE.41",41,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,1,0,0,44,0,0,0,0,1,0,0
"MURIEL LAKE.42",42,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,1,0,0,45,0,0,0,0,1,0,0
"MURIEL LAKE.43",43,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",0,0,0,0,1,0,0,68,0,0,0,1,0,0,0
"MURIEL LAKE.44",44,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,42,0,0,0,0,1,0,0
"MURIEL LAKE.45",45,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,43,0,0,0,0,1,0,0
"MURIEL LAKE.46",46,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,53,0,0,0,0,0,1,0
"MURIEL LAKE.47",47,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,46,0,0,0,0,1,0,0
"MURIEL LAKE.48",48,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,47,0,0,0,0,1,0,0
"MURIEL LAKE.49",49,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,48,0,0,0,0,1,0,0
"MURIEL LAKE.50",50,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,49,0,0,0,0,1,0,0
"MURIEL LAKE.51",51,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,50,0,0,0,0,1,0,0
"MURIEL LAKE.52",52,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,0,0,1,0,54,0,0,0,0,0,1,0
"MURIEL LAKE.53",53,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,0,0,1,0,55,0,0,0,0,0,1,0
"MURIEL LAKE.54",54,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,56,0,0,0,0,0,1,0
"MURIEL LAKE.55",55,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,57,0,0,0,0,0,1,0
"MURIEL LAKE.56",56,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,1,0,51,0,0,0,0,1,0,0
"MURIEL LAKE.57",57,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,58,0,0,0,0,0,1,0
"MURIEL LAKE.58",58,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,59,0,0,0,0,0,1,0
"MURIEL LAKE.59",59,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,52,0,0,0,0,1,0,0
"MURIEL LAKE.60",60,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,60,0,0,0,0,0,1,0
"MURIEL LAKE.61",61,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"MURIEL LAKE.62",62,19,"LF19: Mortality or fitness reduction due to early alevin emergence",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"MURIEL LAKE.63",63,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"MURIEL LAKE.64",64,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"MURIEL LAKE.65",65,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"MURIEL LAKE.66",66,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"MURIEL LAKE.67",67,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,67,0,0,0,0,0,0,1
"MURIEL LAKE.68",68,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,1,0,0,0,41,0,0,1,0,0,0,0
"TAHSIS RIVER.1",1,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"TAHSIS RIVER.2",2,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"TAHSIS RIVER.3",3,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"TAHSIS RIVER.4",4,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"TAHSIS RIVER.5",5,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"TAHSIS RIVER.6",6,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"TAHSIS RIVER.7",7,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"TAHSIS RIVER.8",8,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"TAHSIS RIVER.9",9,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"TAHSIS RIVER.10",10,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"TAHSIS RIVER.11",11,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"TAHSIS RIVER.12",12,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",0,1,0,0,0,0,0,13,0,1,0,0,0,0,0
"TAHSIS RIVER.13",13,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,1,0,0,0,0,0,14,0,1,0,0,0,0,0
"TAHSIS RIVER.14",14,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",0,1,0,0,0,0,0,17,0,1,0,0,0,0,0
"TAHSIS RIVER.15",15,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",0,1,0,0,0,0,0,18,0,1,0,0,0,0,0
"TAHSIS RIVER.16",16,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,0,1,0,0,0,0,12,0,1,0,0,0,0,0
"TAHSIS RIVER.17",17,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",0,0,1,0,0,0,0,15,0,1,0,0,0,0,0
"TAHSIS RIVER.18",18,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,1,0,0,0,0,16,0,1,0,0,0,0,0
"TAHSIS RIVER.19",19,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",0,0,1,0,0,0,0,19,0,0,1,0,0,0,0
"TAHSIS RIVER.20",20,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",0,0,1,0,0,0,0,20,0,0,1,0,0,0,0
"TAHSIS RIVER.21",21,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",0,0,1,0,0,0,0,21,0,0,1,0,0,0,0
"TAHSIS RIVER.22",22,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",0,0,1,0,0,0,0,22,0,0,1,0,0,0,0
"TAHSIS RIVER.23",23,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",0,0,1,0,0,0,0,23,0,0,1,0,0,0,0
"TAHSIS RIVER.24",24,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",0,0,0,0,1,0,0,68,0,0,0,1,0,0,0
"TAHSIS RIVER.25",25,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,0,1,0,27,0,0,0,0,0,1,0
"TAHSIS RIVER.26",26,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,28,0,0,0,0,0,1,0
"TAHSIS RIVER.27",27,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,29,0,0,0,0,0,1,0
"TAHSIS RIVER.28",28,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,30,0,0,0,0,0,1,0
"TAHSIS RIVER.29",29,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,0,1,0,24,0,0,0,0,1,0,0
"TAHSIS RIVER.30",30,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,1,0,25,0,0,0,0,1,0,0
"TAHSIS RIVER.31",31,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,26,0,0,0,0,1,0,0
"TAHSIS RIVER.32",32,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",0,0,0,0,0,1,0,31,0,0,0,0,0,1,0
"TAHSIS RIVER.33",33,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,32,0,0,0,0,0,1,0
"TAHSIS RIVER.34",34,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,33,0,0,0,0,0,1,0
"TAHSIS RIVER.35",35,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,34,0,0,0,0,0,1,0
"TAHSIS RIVER.36",36,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,0,0,1,0,35,0,0,0,0,0,1,0
"TAHSIS RIVER.37",37,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,36,0,0,0,0,0,1,0
"TAHSIS RIVER.38",38,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,37,0,0,0,0,0,1,0
"TAHSIS RIVER.39",39,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,0,1,0,38,0,0,0,0,0,1,0
"TAHSIS RIVER.40",40,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,39,0,0,0,0,0,1,0
"TAHSIS RIVER.41",41,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,40,0,0,0,0,0,1,0
"TAHSIS RIVER.42",42,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,41,0,0,0,0,0,1,0
"TAHSIS RIVER.43",43,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,42,0,0,0,0,0,1,0
"TAHSIS RIVER.44",44,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,43,0,0,0,0,0,0,1
"TAHSIS RIVER.45",45,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,44,0,0,0,0,0,0,1
"TAHSIS RIVER.46",46,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"TAHSIS RIVER.47",47,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"TAHSIS RIVER.48",48,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"TAHSIS RIVER.49",49,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"TAHSIS RIVER.50",50,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"TAHSIS RIVER.51",51,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"TAHSIS RIVER.52",52,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"TAHSIS RIVER.53",53,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"TAHSIS RIVER.54",54,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"TAHSIS RIVER.55",55,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"TAHSIS RIVER.56",56,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"TAHSIS RIVER.57",57,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"TAHSIS RIVER.58",58,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"TAHSIS RIVER.59",59,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"TAHSIS RIVER.60",60,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"TAHSIS RIVER.61",61,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"TAHSIS RIVER.62",62,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"TAHSIS RIVER.63",63,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"TAHSIS RIVER.64",64,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"TAHSIS RIVER.65",65,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"TAHSIS RIVER.66",66,64,"LF64: Mortality or fitness reduction due to increases in salinity",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"TAHSIS RIVER.67",67,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"TAHSIS RIVER.68",68,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,67,0,0,0,0,0,0,1
"LEINER RIVER.1",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"LEINER RIVER.2",2,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"LEINER RIVER.3",3,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"LEINER RIVER.4",4,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
