W,LF_Name,LF,CI,CL,CV,FV,CR,FR,TR
Kaouk,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,0,0,0,0,0,0,0
Kaouk,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,2,4,8,43,3,4,12
Kaouk,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,2,4,8,43,3,4,12
Kaouk,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,2,4,8,43,3,4,12
Kaouk,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Kaouk,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,2,3,6,42,2,2,4
Kaouk,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,31,1,1,1
Kaouk,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,1,1,1,31,1,1,1
Kaouk,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,0,0,0,0,0,0,0
Kaouk,LF44: Mortality or fitness reduction as a result of poor pH levels,44,0,0,0,0,0,0,0
Kaouk,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Kaouk,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Kaouk,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Kaouk,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Kaouk,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,0,0,0,0,0,0,0
Kaouk,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,2,4,8,43,3,4,12
Kaouk,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,1,1,1,31,1,1,1
Kaouk,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,0,0,0,0,0,0,0
Kaouk,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Kaouk,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,1,1,1,31,1,1,1
Kaouk,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,1,1,1,31,1,1,1
Kaouk,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,2,3,6,22,2,1,2
Kaouk,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,2,3,6,22,2,1,2
Kaouk,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,3,3,9,43,3,4,12
Kaouk,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,3,3,9,43,3,4,12
Kaouk,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,0,0,0,0,0,0,0
Kaouk,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,1,1,1,31,1,1,1
Kaouk,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,0,0,0,0,0,0,0
Kaouk,LF63: Mortality or fitness reduction as a result of poor pH levels,63,0,0,0,0,0,0,0
Kaouk,LF64: Mortality or fitness reduction due to increases in salinity,64,0,0,0,0,0,0,0
Kaouk,LF65: Mortality or fitness reduction due to deleterious substances,65,2,2,4,52,2,3,6
Kaouk,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Kaouk,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,4,5,20,35,5,5,25
Kaouk,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Kaouk,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,1,1,1,31,1,1,1
Kaouk,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,1,1,1,31,1,1,1
